track_name,artist,album,popularity,duration_ms,genre,country
Vente Conmigo,"Juan Bautista, Edward Albertini",Vente Conmigo,0,206275,bachata,CO
Heridas del Alma,Juan Bautista,Heridas del Alma,0,215160,bachata,CO
